sekolah_id,nama,npsn,bentuk_pendidikan,jenjang,alamat_jalan,kode_desa_kelurahan,desa_kelurahan,kode_kecamatan,kecamatan,kode_kabupaten,kabupaten,kode_provinsi,provinsi,kode_pos,email,kebutuhan_khusus,status_sekolah,sk_pendirian_sekolah,tanggal_sk_pendirian,status_kepemilikan,yayasan,sk_izin_operasional,tanggal_sk_izin_operasional,rekening_atas_nama,mbs,kode_registrasi,npwp,nm_wp,keaktifan,wilayah_terpencil,wilayah_perbatasan,wilayah_transmigrasi,wilayah_adat_terpencil,wilayah_bencana_alam,wilayah_bencana_sosial,partisipasi_bos,akses_internet,akses_internet_2,akreditasi,akreditasi_sp_tmt,akreditasi_sp_sk,luas_tanah_milik,luas_tanah_bukan_milik,angkatan_psp
609d58e1-023c-e111-87b3-0579f1e79f7a,SDN 2 MEKARSARI ,50200305,SD,SD    ,Mekarsari,230106AF,Mekar Sari,230106,Kec. Gunung Sari,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83351,sdn2mekarsari@yahoo.com,Tidak ada,Negeri,00000000,1983-07-01,Pemerintah Daerah,Tidak Ada Data,000000000,NaT,SDN2MEKARSARI...,1,247.770.713.701.378,003174869914000          ,SDN 2 MEKARSARI,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,2021-12-08,1347/BAN-SM/SK/2021,2.232,0,0
e4fcb193-90fd-4337-9490-057a6c334416,KB Kusuma,69798568,KB,PAUD  ,Desa Mbawi,230502AF,Mbawi,230502,Kec. Dompu,230500,Kab. Dompu,230000,Prov. Nusa Tenggara Barat,84251,paudkusuma2010@yahoo.com,Tidak ada,Swasta,07,NaT,Yayasan,PAUD Kusuma,08032200451240001,2022-03-08,69798568 PAUD Kusuma,0,170.028.590.776.460,029777125912000          ,PAUD KUSUMA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,C,2024-07-30,111/BAN-PDM/SK/2024,270,0,0
2054b1e2-023c-e111-a8f0-057e1eb2c5a1,SD NEGERI POTO TANO,50204275,SD,SD    ,Jln. Lintas Poto Tano - Sumbawa,230708AC,Poto Tano,230708,Kec. Poto Tano,230700,Kab. Sumbawa Barat,230000,Prov. Nusa Tenggara Barat,84454,sdnpototano@yahoo.co.id,Tidak ada,Negeri,420/1952/Dikbud/2020,NaT,Pemerintah Daerah,Tidak Ada Data,420/1952/Dikbud/2020,NaT,BOSSDNPOTOTANO...,1,249.251.248.487.426,006442552913000          ,SD Negeri Poto Tano,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,C,2025-01-06,025/BAN-PDM/SK/2025,6.400,0,0
c0004ae1-023c-e111-8ef6-058313a68496,SD NEGERI 2 SIGERONGAN,50200262,SD,SD    ,Sigerongan,230115AB,Sigerongan,230115,Kec. Lingsar,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83371,sdn2sigerongan@gmail.com,Tidak ada,Negeri,0,1978-07-11,Pemerintah Daerah,Tidak Ada Data,800/051Bid-SD/Disdikbud/2022,2022-12-22,SDN2SEGERONGAN...,1,247.707.956.427.778,003174869914000          ,BEND. SDN 2 SIGERONGAN,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,A,2023-08-29,036/BAN-PDM/SK/2023,25.500,0,2
a013420c-6d85-4ac5-84d7-0588c9f3603a,KB HASANI,69985566,KB,PAUD  ,Montong Tanggak,230304AL,SIKUR SELATAN,230304,Kec. Sikur,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83662,paudhasani@gmail.com,Tidak ada,Swasta,421.9/568/Dikbud.IV/2018,NaT,Yayasan,PAUD HASANI,421.9/5427/Dikbud.IV/2018,2018-12-26,69985566 PAUD HASANI,0,13.477.936.661.869,853068534-915000         ,PAUD TERPADU HASANI,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,C,2025-02-10,Tidak Ada Data,3,300,0
108279e1-023c-e111-9784-058c7a97a844,SD NEGERI MEKA,50201494,SD,SD    ,Meka,230212AL,Prai Meke,230212,Kec. Praya Tengah,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83582,sdnmeka@gmail.com,Tidak ada,Negeri,Tidak Ada Data,NaT,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN MEKA,1,247.911.989.394.434,005308861915000          ,SDN MEKA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,200 Mb,Tidak Ada,B,NaT,087/BAN-PDM/SK/2024,2.945,0,0
4be90bbd-192c-4b51-8d62-05954556e9a6,KB AR-RAHMAN,70042295,KB,PAUD  ,Dusun Mengkudu,230203AE,Landah,230203,Kec. Praya Timur,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83581,Tidak Ada Data,Tidak ada,Swasta,22/IO.PAUD-BARU/VII/2022/DPMPTSP/2023,2023-07-27,Yayasan,Tidak Ada Data,22/IO.PAUD-BARU/VII/2022/DPMPTSP/2023,2023-07-27,Tidak Ada Data,1,207.858.856.307.737,Tidak Ada Data,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,1 Gb,Tidak Ada,C,2025-02-10,Tidak Ada Data,300,0,0
b0f74105-7bfe-e111-bd43-0597cb68e353,SD NEGERI 2 Padamara,50202284,SD,SD    ,Sukamulia,230306AA,Padamara,230306,Kec. Sukamulia,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83652,baiqratnadewi123@gmail.com,Tidak ada,Negeri,1910-01-01,1978-01-01,Pemerintah Daerah,Tidak Ada Data,1910-01-01,1910-01-01,SDN2PADAMARA/DANABOS...,1,5.780.886.584.955,003094554915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,B,2025-01-06,025/BAN-PDM/SK/2025,8.000,0,0
a08cf131-83fe-e111-8aba-0599835a29ec,SMP NEGERI 10 LANGGUDU SATAP,50222333,SMP,SMP   ,Jln. Lintas Karumbu-Sape,230614AP,SAMBANE,230614,Kec. Langgudu,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84171,smpn10langgudu.satap@yahoo.com,Tidak ada,Negeri,188.45/879/003/2010,NaT,Pemerintah Pusat,Tidak Ada Data,188.4/021/01.1/B/2023,2023-08-23,SMPN 10 Langgudu Satap,1,276.516.608.978.016,002926327912000          ,Dinas Dikpora Kabupaten Bima,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,500 Mb,Tidak Ada,C,2021-12-08,1346/BAN-SM/SK/2021,5.352,0,0
e02bdbe2-023c-e111-9f13-059b9f07f781,SD NEGERI 51 CAKRANEGARA,50219515,SD,SD    ,Jl. Gontoran,236006AF,Bertais,236006,Kec. Sandubaya,236000,Kota Mataram,230000,Prov. Nusa Tenggara Barat,83236,sdn51cakra@gmail.com,Tidak ada,Negeri,19 Tahun 2009,2009-06-02,Pemerintah Pusat,Tidak Ada Data,19 Tahun 2009,1910-01-01,SDN 51 Cakranegara,1,249.430.961.830.914,002928489911000          ,SDN 51 CAKRA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2025-01-06,025/BAN-PDM/SK/2025,3.240,0,0
ee9d859e-d483-4a4b-a267-059f0eae58e1,TK LESTARI,69824295,TK,PAUD  ,JALAN LINTAS TENTE KARUMBU,230604AB,NCERA,230604,Kec. Belo,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84173,tklestaridiha@gmail.com,Tidak ada,Swasta,Tidak Ada Data,NaT,Yayasan,Yayasan Lestari,118/130.21.420/G-08/2011,NaT,69824295 Tk Lestari,0,174.296.717.493.204,032191876912000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,300 Mb,Tidak Ada,C,NaT,Tidak Ada Data,66,0,0
4010b3e4-023c-e111-9195-05a59517e30e,SMP NEGERI 5 POTO TANO,50205596,SMP,SMP   ,Jl. Abdurrahman Desa Mantar Kec. Poto Tano - NTB,230708AE,Mantar,230708,Kec. Poto Tano,230700,Kab. Sumbawa Barat,230000,Prov. Nusa Tenggara Barat,84354,smpn5pototano@gmail.com,Tidak ada,Negeri,607 Tahun 2007,NaT,Pemerintah Daerah,Tidak Ada Data,400.3.5/030/DIKBUD/2024,2024-03-07,BOSSMPNSATAPPOTOTANO...,1,251.457.722.924.034,004756888913000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,2 Mb,Tidak Ada,C,2023-12-12,119/BAN-PDM/SK/2023,900,6.000,0
20ba3ae2-023c-e111-ac35-05a6a6396432,SD NEGERI 4 JEROWARU,50205660,SD,SD    ,Poton Bako,230315AA,Jerowaru,230315,Kec. Jerowaru,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83676,sdn9jwr@gmail.com,Tidak ada,Negeri,-,1982-07-27,Pemerintah Daerah,Tidak Ada Data,188.45/461/DIKBUD/2020,2020-08-04,SDN9JEROWARU/DANABOS...,1,248.741.858.655.234,003094554915000          ,SDN 9 Jerowaru,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,B,2023-11-28,116/BAN-PDM/SK/2023,2.980,0,1
805065e2-023c-e111-b076-05aa097858fc,SDN INPRES RAI OI SAPE,50203954,SD,SD    ,Rai Oi Sape,230606AJ,Raioi,230606,Kec. Sape,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84182,Tidak Ada Data,Tidak ada,Negeri,017211800312003,1980-01-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,DANABOSSDNKABUPATENBIMA...,1,138.523.872.499.166,004054862912000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,1 Gb,Tidak Ada,B,NaT,104/BAN-PDM/SK/2024,4.523,0,0
cfaedc14-612f-4851-b442-05ace14da27e,KB TUNAS MUDA,69961983,KB,PAUD  ,Dusun Lape Bawah RT. 01 RW. 05,230430AB,Lape,230430,Kec. Lape,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84382,paudtunasmuda14@gmail.com,Tidak ada,Swasta,33,2016-10-12,Lainnya,TUNAS MUDA,172/PAUD/DPMPTSP/2017,2017-03-17,69961983 KB TUNAS MUDA,0,22.938.058.174.305,805185287913000          ,PAUD TUNAS MUDA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,C,NaT,Tidak Ada Data,3,400,0
a0fcdce1-023c-e111-984c-05b1d54cf88c,SD NEGERI 4 LOYOK,50219349,SD,SD    ,Mangkling,230304AC,Loyok,230304,Kec. Sikur,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83662,esdeentujuhloyok@gmail.com,Tidak ada,Negeri,188.45/185/PDK/2001,2001-07-02,Pemerintah Pusat,Tidak Ada Data,188.45/461/DIKBUD/2020,2020-08-04,SDN 7 Loyok,1,248.339.247.414.274,003094554915000          ,SD NEGERI 7 LOYOK,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,1 Gb,Tidak Ada,B,NaT,087/BAN-PDM/SK/2024,1.042,0,0
